developer_id,user_role,years_experience,programming_language,prompt_type,code_prompt,uses_ai,domain,ai_tool,usage_frequency,task_type,acceptance_rate,time_saved,satisfaction_rating
a44d1c33-ee55-4451-a695-71d3a61dae8c,Senior,19,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Daily,Debugging,0.66,0.34,2
818e6c96-1a5e-4d38-949d-1fa4f463bc6c,Senior,18,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,DevOps,,,,0.0,0.0,0
145ce179-c394-441a-8302-3091f9d1cec4,Junior,13,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Weekly,Debugging,0.96,0.37,2
18a401c1-1138-473b-891d-ccb3cefca07c,Estudiante,14,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Daily,Algorithm Design,0.88,0.14,1
c61ad298-8a92-4ee1-89ea-c378fdf008fc,Tech Lead,4,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Daily,Boilerplate,0.52,0.33,3
a6caba96-a287-434d-b71c-bce2f19f61ab,Tech Lead,17,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Web Development,,,,0.0,0.0,0
cad0448f-bb58-4afa-9681-a3c0d6eb25d5,Junior,17,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,DeepSeek,Monthly,Algorithm Design,0.6,0.39,1
0fccaee8-07ef-41b5-a083-3251e37010f5,Docente,20,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Web Development,,,,0.0,0.0,0
09e82a84-8c9d-497d-9368-315bbe9b1f99,Estudiante,10,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Gemini,Weekly,Algorithm Design,0.7,0.25,2
9841a744-f4d0-4d97-95ee-7fba6470bbd7,Docente,5,TypeScript,template,Implementar el algoritmo bubble sort en TypeScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,DeepSeek,Daily,Debugging,0.54,0.21,5
5be4a0fb-828a-4ea0-98dc-ff2b3225222b,Senior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,DeepSeek,Daily,Debugging,0.58,0.34,2
ebf6e29c-5cc5-45ea-b274-d4c4ee63ad98,Estudiante,3,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,Microsoft Copilot,Daily,Boilerplate,0.45,0.21,2
7db70b29-307c-4dc0-90df-d1e601c72e2c,Senior,3,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Gemini,Daily,Debugging,0.79,0.28,5
439ad351-cb44-4dbc-8ff9-e6c5cea0ae98,Junior,19,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Microsoft Copilot,Weekly,Documentation,0.87,0.37,4
8675e426-3043-4668-be46-49424d922715,Estudiante,14,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Boilerplate,0.74,0.39,2
35001db0-d292-4a1a-adb5-82ce49893000,Tech Lead,7,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Daily,Boilerplate,0.57,0.32,4
de7b36c8-d6ff-4420-a15e-68e9bedb05ec,Estudiante,18,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
3ac40920-8dd0-424c-bd04-74c978eeb2d2,Docente,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Monthly,Debugging,0.72,0.33,4
7f0c6911-537a-4195-8a53-b498f62583e0,Senior,1,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,DeepSeek,Weekly,Optimization,0.99,0.33,2
3fcd68d6-9428-4564-899d-649f44e6f1ba,Junior,7,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Microsoft Copilot,Daily,Optimization,0.83,0.49,5
659a3fd5-3198-4c1b-b59a-05dafbc5806b,Estudiante,17,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
aee0551a-7ae4-4a2f-a470-ed2205dda1d1,Estudiante,3,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,DeepSeek,Daily,Algorithm Design,0.75,0.13,1
f81f8fdf-1440-48ec-9b08-fa6d5c31a79b,Docente,20,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,DevOps,,,,0.0,0.0,0
2c74ddb8-13e5-47fd-9525-6b1d1c517035,Senior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Claude,Daily,Boilerplate,0.4,0.28,1
39ad1776-5205-406f-b3c5-daf3d094f7c3,Tech Lead,15,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,DeepSeek,Daily,Documentation,0.71,0.3,1
a8aa0d01-2e4d-4333-aba9-e7fb8fc809e0,Senior,8,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Mobile Apps,,,,0.0,0.0,0
6911068d-e043-4a4d-9b45-dc7a848df995,Tech Lead,10,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Web Development,,,,0.0,0.0,0
d6ac13c2-9bd4-4418-9d0b-dbd167626366,Senior,4,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,ChatGPT,Daily,Algorithm Design,0.73,0.44,2
0e9ae44c-b7e6-4678-afaf-ad6983ded198,Senior,11,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Microsoft Copilot,Daily,Optimization,0.75,0.31,3
01992583-480b-4bad-a395-06fd9865d3de,Senior,2,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Daily,Optimization,0.73,0.14,5
8b08194e-4600-4e8b-9a6b-cfd28d80569f,Estudiante,1,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Mobile Apps,,,,0.0,0.0,0
76df35ab-e4f7-489e-9c6e-d4551a92dbef,Junior,19,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Weekly,Boilerplate,0.66,0.21,3
3319f6e1-e55e-43d1-9ac0-c09700233ff8,Junior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Monthly,Debugging,0.71,0.38,2
a062e98c-4bdb-447e-9031-972612e15618,Docente,6,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Optimization,0.38,0.55,2
6d934d62-09c2-4598-af62-2704eed3ff71,Estudiante,9,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Machine Learning,,,,0.0,0.0,0
488385fd-dd15-4476-b8b3-c7e88cc95c59,Docente,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
9e603131-c079-4a51-a623-122806f49329,Estudiante,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Monthly,Documentation,0.64,0.35,3
90e847db-92c0-4d9e-a292-1bcb3c5d0734,Tech Lead,17,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Backend Systems,Claude,Daily,Documentation,0.67,0.42,1
bd4669f3-3fda-41a4-b706-66f4d8c3a9fa,Docente,4,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,DeepSeek,Daily,Algorithm Design,0.85,0.49,2
3de7b6bb-5698-4cca-bdee-d02712fe5e3f,Docente,9,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Microsoft Copilot,Monthly,Documentation,0.67,0.2,5
5548d1e1-c6f3-46f6-a88d-5a644c1078f3,Estudiante,11,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Claude,Daily,Documentation,0.9,0.38,5
8246f1cb-2a86-43d6-8c9b-1e118c5fffe9,Docente,5,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Daily,Boilerplate,0.96,0.22,3
021c47b1-a285-4a24-a51d-d096ab114741,Docente,10,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Gemini,Weekly,Algorithm Design,0.68,0.3,4
b7283eec-736c-428c-8efb-e216ba080f6f,Estudiante,6,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,ChatGPT,Weekly,Debugging,0.95,0.3,2
eeae7dc9-7b70-4a6a-b195-b40d0159ebb6,Estudiante,5,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Daily,Algorithm Design,0.53,0.28,2
d9577443-635b-4755-bc65-e043fa10b694,Docente,13,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Weekly,Boilerplate,0.81,0.37,4
b1ebc05b-37d2-4a3e-a383-3d8169c88e09,Tech Lead,8,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Microsoft Copilot,Daily,Optimization,0.89,0.32,5
90dfa7d4-86a9-4d33-b415-5dd768e003b7,Senior,18,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Machine Learning,,,,0.0,0.0,0
d573244e-7fd7-4ee7-899e-03611677363f,Junior,18,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Weekly,Documentation,0.48,0.48,5
b28f082e-800f-4333-89b0-d9d1094bcce0,Junior,16,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Claude,Daily,Documentation,0.89,0.41,3
3d23281d-788c-4c3f-8f7d-0e72f3631a78,Junior,18,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,ChatGPT,Weekly,Boilerplate,0.7,0.24,4
2a58abad-fd1a-4995-a5b0-fbaa184d557e,Tech Lead,14,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Daily,Algorithm Design,0.65,0.37,1
a844ff61-621d-4f0f-984a-94238f5b682b,Docente,19,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Weekly,Optimization,0.87,0.3,5
41257dd9-f1da-4e39-9723-04d6e014bc58,Junior,18,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Gemini,Daily,Documentation,0.57,0.14,4
9f8e277f-6b63-4db9-b219-232bcc1c7c9e,Junior,6,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
4e40b660-e804-4405-a824-d7709c379ebf,Estudiante,19,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Daily,Documentation,0.7,0.35,4
5418430e-0e6d-4b76-ae04-053b9de4ce30,Docente,11,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Daily,Optimization,0.58,0.23,3
1eaa79ee-3dcf-43ec-a413-45ea0abae1d7,Estudiante,3,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
913cfc39-a2d7-48b2-9393-32f82b6f304c,Estudiante,12,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Web Development,,,,0.0,0.0,0
8923a68e-519f-437d-97b0-5712da9a5048,Tech Lead,7,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Daily,Debugging,0.74,0.4,4
92708898-74e9-4219-8fa3-0c31752676e8,Junior,9,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,ChatGPT,Monthly,Boilerplate,0.8,0.29,5
f563270a-c894-4dae-bb69-9bcfd1599aad,Tech Lead,1,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Machine Learning,,,,0.0,0.0,0
ae8e56fb-0ffc-482d-9364-b978e5ebd77f,Tech Lead,7,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Claude,Weekly,Algorithm Design,0.4,0.33,1
0ad18ec9-f250-44a8-b120-6b3ab4ec547a,Senior,19,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Microsoft Copilot,Daily,Documentation,0.79,0.39,1
7b93dab7-6021-475c-a279-4ac802e5b431,Estudiante,14,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Weekly,Optimization,0.53,0.23,2
8aac5150-656f-40d5-b886-8c9fa8168fab,Senior,17,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Debugging,0.51,0.38,1
86daa55a-0cf4-4dbf-8475-e21eab266e86,Junior,9,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Weekly,Debugging,0.86,0.1,4
80f3ab35-3b76-4677-a248-172368a80d46,Senior,7,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
2a5310dd-87eb-45fa-8670-f5ac22e0048b,Estudiante,9,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,Gemini,Daily,Debugging,0.67,0.31,4
2102f2ee-2053-40d0-9f32-76e8e7de20e5,Estudiante,16,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,ChatGPT,Daily,Algorithm Design,0.41,0.28,3
b0330d79-e9ab-4810-a301-e6da67eff0ba,Tech Lead,16,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
df45117a-acb1-44aa-8560-a9e503c522f8,Senior,18,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Daily,Debugging,0.73,0.37,3
78228751-fe01-461d-8404-4ed44bab181d,Tech Lead,4,TypeScript,template,Implementar el algoritmo bubble sort en TypeScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Gemini,Daily,Algorithm Design,0.6,0.29,5
1013d5c8-a2e5-4d73-a5c1-a462d6b146e6,Estudiante,20,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,ChatGPT,Daily,Algorithm Design,0.84,0.24,2
f4099c13-7fad-48f4-929f-c1d6d0d1633d,Estudiante,9,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,ChatGPT,Weekly,Optimization,0.68,0.45,1
2322cfe3-6afc-4875-bcad-5aff008d1fa1,Senior,1,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Monthly,Documentation,0.72,0.37,4
2c15923a-4c21-4118-b8e9-d4ad7d2d30bf,Docente,4,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Microsoft Copilot,Daily,Algorithm Design,0.96,0.18,3
44ce4ebc-bc44-4edd-87f4-d3b96b9ebaf6,Estudiante,3,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Algorithm Design,0.81,0.38,4
087acf56-02d8-4ff0-a92b-33be6675937e,Senior,15,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Boilerplate,0.8,0.39,2
362c2d0c-5226-48aa-8f32-bb59ea410a70,Estudiante,7,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Daily,Optimization,0.83,0.33,4
12061083-bab8-4a8c-9cbf-8a18db08433d,Senior,20,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Optimization,0.44,0.41,1
6d95f879-a041-48ca-bb84-7a8cda353ced,Tech Lead,8,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,ChatGPT,Weekly,Documentation,0.84,0.36,2
47954f87-1ce9-4dfb-95a7-b64b7abff01e,Junior,3,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Weekly,Optimization,0.87,0.3,3
93da1148-fbd4-4486-92ae-ef3d1281ead9,Docente,17,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Gemini,Weekly,Algorithm Design,0.83,0.34,3
3cb2fad8-cae4-4247-a8ae-9f9f84f6af96,Junior,1,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
3886a0dd-5b8d-4125-adc5-d662ba60d323,Estudiante,9,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Monthly,Debugging,0.75,0.32,5
be881bca-ea6d-4da2-a955-742753bfa8c9,Docente,14,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Claude,Daily,Boilerplate,0.65,0.16,2
474e2539-1e07-41ac-9a4d-aff2998fb5d7,Docente,11,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
b8f9e4bf-da42-4434-8921-4e1051a1e270,Docente,18,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Microsoft Copilot,Monthly,Optimization,0.7,0.44,5
