developer_id,user_role,years_experience,programming_language,prompt_type,code_prompt,uses_ai,domain,ai_tool,usage_frequency,task_type,acceptance_rate,time_saved,satisfaction_rating
c56798be-395b-437c-ba4f-14b714699681,Senior,19,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Daily,Debugging,0.66,0.34,2
bf46cad4-1640-4ef9-a77b-10228c46a314,Senior,18,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,DevOps,,,,0.0,0.0,0
3a2b0f74-2fc1-4f85-ae71-c7bd0d308015,Junior,13,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Weekly,Debugging,0.96,0.37,2
7add5351-7283-47f6-9107-b240f4be91ef,Estudiante,14,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Daily,Algorithm Design,0.88,0.14,1
10b3d7a8-9da5-4d46-97f7-61c2e9801924,Tech Lead,4,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Daily,Boilerplate,0.52,0.33,3
0e75c4e9-e3fb-4650-81d2-b332a86ad448,Tech Lead,17,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Web Development,,,,0.0,0.0,0
b9b681ca-f44c-48d9-ac95-bfa06bf37323,Junior,17,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,DeepSeek,Monthly,Algorithm Design,0.6,0.39,1
c6468803-5579-4643-bf82-2e3ccb154921,Docente,20,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Web Development,,,,0.0,0.0,0
d176d0e1-1892-4b0a-9cd7-3a5501686ed6,Estudiante,10,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Gemini,Weekly,Algorithm Design,0.7,0.25,2
c4769cea-81a4-4ff4-bf95-0d8e3880e020,Docente,5,TypeScript,template,Implementar el algoritmo bubble sort en TypeScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,DeepSeek,Daily,Debugging,0.54,0.21,5
ae37da60-ac4e-4b67-9d2f-30264ef282cc,Senior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,DeepSeek,Daily,Debugging,0.58,0.34,2
c31c4c57-9ac9-4048-92d1-c843071b4857,Estudiante,3,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,Microsoft Copilot,Daily,Boilerplate,0.45,0.21,2
ae848add-33eb-4c06-b8a7-85b85cb97592,Senior,3,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Gemini,Daily,Debugging,0.79,0.28,5
c99a1722-3ea3-4b64-98cd-f9750e771006,Junior,19,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Microsoft Copilot,Weekly,Documentation,0.87,0.37,4
c57f9f2b-a031-4174-ba24-b615b240f7f5,Estudiante,14,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Boilerplate,0.74,0.39,2
78728f6b-e9fe-47fd-b494-ca3db783357d,Tech Lead,7,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Daily,Boilerplate,0.57,0.32,4
8398cfd8-bb75-4ea7-9d31-be051d75492c,Estudiante,18,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
1702bcf3-a3f7-4ebe-a5c7-31bc8c2baada,Docente,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Monthly,Debugging,0.72,0.33,4
7157058b-c6ed-40e1-ba5a-1a135930beca,Senior,1,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,DeepSeek,Weekly,Optimization,0.99,0.33,2
d2f1d139-1cdf-42e4-9117-8bb1aa170130,Junior,7,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Microsoft Copilot,Daily,Optimization,0.83,0.49,5
d729b85e-9968-4b5f-b3b4-35c3c0815bd4,Estudiante,17,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
ae823366-b7de-4d95-aee9-ed74a9b12bf6,Estudiante,3,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,DeepSeek,Daily,Algorithm Design,0.75,0.13,1
0c8d32d6-51ad-4440-b54d-e7cebb598f08,Docente,20,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,DevOps,,,,0.0,0.0,0
b694f9b4-5708-4dd5-bbe0-14bc5bf0911e,Senior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Claude,Daily,Boilerplate,0.4,0.28,1
68368541-b9bc-4ca9-b30d-4b03888f0e14,Tech Lead,15,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,DeepSeek,Daily,Documentation,0.71,0.3,1
a9dde8af-bbe6-4bf6-bfea-acc43319b1a8,Senior,8,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Mobile Apps,,,,0.0,0.0,0
c9dced15-5afc-4236-8077-6e9f9001876b,Tech Lead,10,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Web Development,,,,0.0,0.0,0
15852d17-cbf6-4b9c-b16d-be87f56d6cc9,Senior,4,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,ChatGPT,Daily,Algorithm Design,0.73,0.44,2
40460b6b-5611-4bf6-9654-384dddb073ed,Senior,11,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Microsoft Copilot,Daily,Optimization,0.75,0.31,3
ad946eee-e614-414e-889c-f1009e29c752,Senior,2,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Daily,Optimization,0.73,0.14,5
79dfc452-a5fa-4a28-a6d8-8ff9e3120018,Estudiante,1,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Mobile Apps,,,,0.0,0.0,0
83157cc3-6754-4878-ae3c-e4545afc7618,Junior,19,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Weekly,Boilerplate,0.66,0.21,3
6809d12e-68f8-4fee-b175-4b7d4d976a65,Junior,7,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Monthly,Debugging,0.71,0.38,2
51499ac1-a8ea-4e6f-a678-0a8b85ac2f00,Docente,6,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Optimization,0.38,0.55,2
c8f7e37c-4bc4-41b5-b45d-7f6893254fa6,Estudiante,9,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Machine Learning,,,,0.0,0.0,0
0177b808-7d37-44d5-b01c-15460776c1e0,Docente,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
8e9f4d39-90d8-4dd6-a3d2-f7f5dcd835d5,Estudiante,8,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Monthly,Documentation,0.64,0.35,3
6eafad10-e502-42ac-9419-154764a8b22b,Tech Lead,17,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Backend Systems,Claude,Daily,Documentation,0.67,0.42,1
085815fb-6dec-41d7-b08e-8977cec3b29e,Docente,4,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,DeepSeek,Daily,Algorithm Design,0.85,0.49,2
c44eb03b-37eb-4322-82c7-4bd1d1a9d479,Docente,9,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Microsoft Copilot,Monthly,Documentation,0.67,0.2,5
a37bf115-31a9-4389-aef7-58a5e8170028,Estudiante,11,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Claude,Daily,Documentation,0.9,0.38,5
8384e588-d4c2-49cb-8395-37cee5901d35,Docente,5,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Claude,Daily,Boilerplate,0.96,0.22,3
5959e9ed-6fba-4bd3-af38-8e81626d796b,Docente,10,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Gemini,Weekly,Algorithm Design,0.68,0.3,4
51770336-aff9-41e6-a143-da709ce7056d,Estudiante,6,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,ChatGPT,Weekly,Debugging,0.95,0.3,2
8e98e409-6c24-44ef-8ed5-bd9136d19746,Estudiante,5,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Microsoft Copilot,Daily,Algorithm Design,0.53,0.28,2
b3e9afd6-f0f1-4bd3-bf27-251b762f712c,Docente,13,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Weekly,Boilerplate,0.81,0.37,4
bd4c9bc4-2f5c-4627-b902-914ffbb2f662,Tech Lead,8,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Microsoft Copilot,Daily,Optimization,0.89,0.32,5
311c8a5c-b604-481a-9467-ca23c0655660,Senior,18,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Machine Learning,,,,0.0,0.0,0
76401d9a-aa8c-4a3c-ba46-46fdb8e10b4c,Junior,18,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Weekly,Documentation,0.48,0.48,5
01103984-601d-46b6-bd29-c7dd1d917b1c,Junior,16,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Claude,Daily,Documentation,0.89,0.41,3
1f62306a-d845-4a4c-8c89-a6993907bfda,Junior,18,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,ChatGPT,Weekly,Boilerplate,0.7,0.24,4
658b15c9-8c78-4f62-bb77-ee43cb61a71c,Tech Lead,14,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Daily,Algorithm Design,0.65,0.37,1
9a19f32e-0bd2-4c81-b79d-df2b7e2ba0a3,Docente,19,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Weekly,Optimization,0.87,0.3,5
6a24febf-639e-4102-b25b-dc0ee1bdd4eb,Junior,18,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Gemini,Daily,Documentation,0.57,0.14,4
93fea19d-8afb-4ef3-9bd9-5202d83a6a18,Junior,6,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
d358be2d-a814-4d6b-a678-3b85e7eeaaef,Estudiante,19,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Gemini,Daily,Documentation,0.7,0.35,4
a330e702-7e6a-4bbc-b8ff-a2754bb50cc6,Docente,11,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Daily,Optimization,0.58,0.23,3
a430d3b8-f3a6-4c36-902b-bbda38d7c102,Estudiante,3,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
4e4552ca-309b-43da-8742-8387a4f67a55,Estudiante,12,JavaScript,template,Implementar el algoritmo bubble sort en JavaScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,Web Development,,,,0.0,0.0,0
6a916f17-7749-4902-a7b1-b56bf7b6f621,Tech Lead,7,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Daily,Debugging,0.74,0.4,4
e4b10225-4f4b-4154-94d3-ac889280f955,Junior,9,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,ChatGPT,Monthly,Boilerplate,0.8,0.29,5
29a4f6b0-4881-48a9-a51f-ef6ce80b1bc6,Tech Lead,1,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Machine Learning,,,,0.0,0.0,0
7801c55b-a1ca-4364-8d7d-57cdda271ac3,Tech Lead,7,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Claude,Weekly,Algorithm Design,0.4,0.33,1
2917090b-133d-4565-83dc-8aa84c6b6d94,Senior,19,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,Microsoft Copilot,Daily,Documentation,0.79,0.39,1
6ec1668a-92c9-48de-8fb8-5232fb6b30d9,Estudiante,14,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Weekly,Optimization,0.53,0.23,2
77e3a1d6-8062-4951-be8c-350cc9ab8dc2,Senior,17,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Debugging,0.51,0.38,1
ea5704b1-1c2a-4c2e-bd5f-a79c9dca5262,Junior,9,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,Gemini,Weekly,Debugging,0.86,0.1,4
daf46fc1-cf48-453b-a4ee-66902bb70610,Senior,7,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
be534e3b-cd5a-443a-8520-610c9bdf541d,Estudiante,9,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,DevOps,Gemini,Daily,Debugging,0.67,0.31,4
b039bd07-25f8-4d55-88e1-9b2a1570e1a4,Estudiante,16,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,ChatGPT,Daily,Algorithm Design,0.41,0.28,3
29cb7b5f-86e1-4577-8bc8-6ae49ea5d2e1,Tech Lead,16,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
753fb5bf-cf98-4ba3-a2f5-4f2a87052f65,Senior,18,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Daily,Debugging,0.73,0.37,3
c649aeb6-60a6-4f7f-830c-644349b19050,Tech Lead,4,TypeScript,template,Implementar el algoritmo bubble sort en TypeScript. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Gemini,Daily,Algorithm Design,0.6,0.29,5
07e725d2-5a47-4b26-9a8b-6a4bc3c71eb1,Estudiante,20,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,ChatGPT,Daily,Algorithm Design,0.84,0.24,2
eff09474-927b-4a19-93ab-51207689b061,Estudiante,9,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,ChatGPT,Weekly,Optimization,0.68,0.45,1
b6b5f06b-de77-490a-8325-2c4ddae47975,Senior,1,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Machine Learning,ChatGPT,Monthly,Documentation,0.72,0.37,4
dbd3096c-4a30-41c4-ae55-caba491f356f,Docente,4,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Microsoft Copilot,Daily,Algorithm Design,0.96,0.18,3
d03724ee-b3fb-454f-a73f-5c6e8997a15b,Estudiante,3,JavaScript,cot,"To implement the bubble sort algorithm in JavaScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Algorithm Design,0.81,0.38,4
fedf1e22-b33e-421a-9a89-7a55f10ff7e4,Senior,15,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,DevOps,DeepSeek,Daily,Boilerplate,0.8,0.39,2
b4a2d0ff-af0e-4ebf-b160-ec6330f3c372,Estudiante,7,Java,template,Implementar el algoritmo bubble sort en Java. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Mobile Apps,Microsoft Copilot,Daily,Optimization,0.83,0.33,4
5037e675-9cb0-4d5a-80e1-dd590a4a7c2a,Senior,20,C++,template,Implementar el algoritmo bubble sort en C++. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Web Development,Claude,Weekly,Optimization,0.44,0.41,1
605305a1-225e-460d-b19c-759d9b584720,Tech Lead,8,Java,cot,"To implement the bubble sort algorithm in Java, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,ChatGPT,Weekly,Documentation,0.84,0.36,2
49d7c8a4-1d55-476b-b35f-ecf363fe9cd4,Junior,3,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Backend Systems,Gemini,Weekly,Optimization,0.87,0.3,3
517e1b72-92f3-4d9a-90d6-6c7a7cac8a34,Docente,17,C#,template,Implementar el algoritmo bubble sort en C#. La función debe recibir an array of integers y devolver the array sorted in ascending order.,True,Machine Learning,Gemini,Weekly,Algorithm Design,0.83,0.34,3
383a31d1-99a8-454c-a946-f8ef22996d6b,Junior,1,Python,template,Implementar el algoritmo bubble sort en Python. La función debe recibir an array of integers y devolver the array sorted in ascending order.,False,DevOps,,,,0.0,0.0,0
b14d813a-696e-42b9-889e-907dc2161533,Estudiante,9,C#,cot,"To implement the bubble sort algorithm in C#, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Mobile Apps,Gemini,Monthly,Debugging,0.75,0.32,5
18258baa-118b-4268-b9d0-dfc7b3ac9b8e,Docente,14,TypeScript,cot,"To implement the bubble sort algorithm in TypeScript, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Claude,Daily,Boilerplate,0.65,0.16,2
55bb61af-5bac-4b40-9479-828a88bc8e29,Docente,11,C++,cot,"To implement the bubble sort algorithm in C++, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",False,Backend Systems,,,,0.0,0.0,0
76dd98a8-7a05-4fdd-b248-4a9735de7b24,Docente,18,Python,cot,"To implement the bubble sort algorithm in Python, follow these steps:
1. Define a function that accepts the array
2. Iterate through the array multiple times
3. Swap elements if the left is greater than the right
Now write the complete implementation.",True,Web Development,Microsoft Copilot,Monthly,Optimization,0.7,0.44,5
